PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
145,2023-07-05,14:41:12.87,1,3,"Kang, Phillip",1000223086,Left,HUN_BEA,"Player 13, Extra",1000115172,Right,TRA_HIG,Undefined,4,Top,0,1,1,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,82.7658,-2.995379,1.670721,2079.580683,154.914704,11:15,5.54672,-0.53349,5.59302,-28.46191,13.0243,-5.45126,0.37447,0.57257,75.8053,-8.25092,0.69679,0.463579,,,,,,,,,,,,3.24536,7.8778,0.39385,50,5.27128,-3.27779,-119.93979,-7.19584,4.71102,23.9527,-20.73854,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,a9dc3620-1b7c-11ee-826f-79ff3899aa0b,81.30756,,,6.9605,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,21:41:12.87,2023-07-05T14:41:12.8706404-07:00,2023-07-05T21:41:12.8706404Z,,v3,,,,,,Undefined,HUN_BEA,cdd3f62b-3046-47c8-9760-5afba05cba59,54.90272,-120.91493,11.97635,5.54705,-6.35156,-10.36927,0.5312,-3.46958,2.35551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
146,2023-07-05,14:41:33.26,1,4,"Kang, Phillip",1000223086,Left,HUN_BEA,"Player 13, Extra",1000115172,Right,TRA_HIG,Undefined,4,Top,0,2,1,Undefined,Four-Seam,InPlay,Undefined,Bunt,Out,1,0,,82.02237,-1.777548,1.313526,2118.235598,187.905792,12:15,5.59324,-0.47408,5.6897,-22.19958,20.11596,2.5854,2.08567,0.96576,74.33223,-5.977099,1.775695,0.468189,35.27153,-46.599158,-48.99053,,,,,5.15379,4.80653,-29.523947,0.059861,-0.91535,11.2428,0.36197,50,5.43034,-2.82798,-118.92158,-4.32752,-1.29499,25.37681,-16.26814,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,b5fff810-1b7c-11ee-826f-79ff3899aa0b,80.50686,2.2799,,7.69014,,,,3.06979,2.2799,-0.91275,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,21:41:33.26,2023-07-05T14:41:33.2623204-07:00,2023-07-05T21:41:33.2623204Z,GroundBall,v3,,,,,,Undefined,HUN_BEA,fc41d972-f5ea-499f-a110-6f04a2ece8a5,54.80627,-119.94281,12.68841,5.59132,-3.67285,-8.13407,0.47473,-2.77587,-0.64749,180,3.0668,23.63418,,,,,,,,2.28472,-38.08644,,,,,,,,-0.90931,-27.17894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
147,2023-07-05,14:42:05.88,2,1,"Kang, Phillip",1000223086,Left,HUN_BEA,"Player 14, Extra",1000115175,Right,TRA_HIG,Undefined,4,Top,0,0,0,Undefined,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,82.26886,-0.735115,0.986656,2193.221981,158.523247,11:15,5.54804,-0.52758,5.78377,-25.32005,16.78985,-5.99461,2.754,-0.10911,74.07762,-5.52305,-0.0873,0.46705,76.18438,62.237725,82.755255,3731.640209,,,,137.01566,137.01566,79.959462,4.204609,3.38484,9.24756,0.44994,50,5.47258,-1.81513,-119.2695,-2.27167,4.78986,26.70717,-19.08792,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,c97c1130-1b7c-11ee-826f-79ff3899aa0b,80.70319,86.70355,,8.19124,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,21:42:05.88,2023-07-05T14:42:05.8856804-07:00,2023-07-05T21:42:05.8856804Z,Popup,v3,,,,,,Undefined,HUN_BEA,056b051f-341c-4cf4-a45a-e18db6ce01ae,54.71023,-120.31961,13.35359,5.54715,-1.52115,-9.54396,0.52501,-2.00346,2.39493,24.866626,8.01504,6.5535,1.27699,-0.70133,-0.11553,0.16328,-0.05646,0.00858,-0.00049,-1.42023,98.88478,-34.88536,5.4665,-1.20062,0.22919,-0.0402,0.00541,-0.00034,-1.76637,51.65662,-7.73884,1.74771,-0.65768,0.26813,-0.07508,0.01111,-0.00065,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
148,2023-07-05,14:42:27.19,2,2,"Kang, Phillip",1000223086,Left,HUN_BEA,"Player 14, Extra",1000115175,Right,TRA_HIG,Undefined,4,Top,0,0,1,Undefined,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,83.24993,-3.799228,0.92302,2014.242168,133.227641,10:30,5.41904,-0.58456,6.14719,-25.53836,16.11674,-15.17654,-0.22524,-0.99633,73.68677,-8.6601,-1.818109,0.464521,,,,,,,,,,,,8.2354,10.37205,0.52203,50,5.11691,-1.34646,-120.2681,-8.68538,11.55546,32.43648,-17.62058,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,d62508b0-1b7c-11ee-826f-79ff3899aa0b,81.14258,,,9.56317,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,21:42:27.19,2023-07-05T14:42:27.1900004-07:00,2023-07-05T21:42:27.1900004Z,,v3,,,,,,Undefined,HUN_BEA,2de1bc6f-6fcd-43fd-8524-289031b7d933,54.345,-121.4343,16.21824,5.41779,-8.05187,-8.81029,0.57791,-1.76192,5.77773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
149,2023-07-05,14:42:48.52,2,3,"Kang, Phillip",1000223086,Left,HUN_BEA,"Player 14, Extra",1000115175,Right,TRA_HIG,Undefined,4,Top,0,1,1,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,82.64171,-3.323639,2.181286,2198.183464,177.955743,12:00,5.53288,-0.39812,5.66455,-20.97922,21.13458,-0.69736,0.67986,1.57862,74.54037,-7.299027,2.056752,0.467072,,,,,,,,,,,,1.07378,12.28812,0.21421,50,5.23884,-4.52411,-119.51809,-7.53352,1.52574,26.82929,-14.71365,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,e2e38400-1b7c-11ee-826f-79ff3899aa0b,80.69947,,,8.10134,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,21:42:48.52,2023-07-05T14:42:48.5284196-07:00,2023-07-05T21:42:48.5284196Z,,v3,,,,,,Undefined,HUN_BEA,d457506d-e7a2-47cd-a325-8c61af4d8211,54.82927,-120.59729,13.41465,5.52996,-6.94167,-7.35682,0.39742,-4.58548,0.76287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
150,2023-07-05,14:43:06.47,2,4,"Kang, Phillip",1000223086,Left,HUN_BEA,"Player 14, Extra",1000115175,Right,TRA_HIG,Undefined,4,Top,0,2,1,Undefined,Four-Seam,InPlay,Undefined,LineDrive,Single,0,0,,82.08346,-1.33514,0.294476,2125.305876,170.081701,11:45,5.43826,-0.61296,5.7495,-21.46572,21.37789,-3.43386,2.40628,-0.62498,73.08821,-5.462195,-0.320317,0.471101,73.98293,13.411729,7.11534,788.184549,109.06809,12.94324,14.28358,171.16316,171.16316,7.304589,1.988299,1.84516,11.82965,0.59061,50,5.31486,-0.47007,-118.81647,-3.34033,2.56217,28.83927,-15.74757,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,ed92f570-1b7c-11ee-826f-79ff3899aa0b,80.00918,13.76353,,8.99525,,,,0.5799,2.39256,0.58558,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,21:43:06.47,2023-07-05T14:43:06.4753508-07:00,2023-07-05T21:43:06.4753508Z,GroundBall,v3,,,,,,Undefined,HUN_BEA,2320ceab-0f4b-4b07-95db-d280d949a38b,54.74134,-119.96178,14.41964,5.4351,-2.71494,-7.87379,0.6113,-0.57182,1.28108,184.72657,0.5799,104.73607,-12.67164,1.97332,-0.38293,0.06332,-0.00956,0.00135,-0.00011,2.39256,25.16813,-14.56716,0.77133,-0.09502,0.02284,-0.00234,0.00011,-1E-05,0.58558,13.07405,-1.20423,-0.07121,0.05208,-0.01477,0.0031,-0.00042,3E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
151,2023-07-05,14:43:36.91,3,1,"Kang, Phillip",1000223086,Left,HUN_BEA,"Player 15, Extra",1000115176,Right,TRA_HIG,Undefined,4,Top,0,0,0,Undefined,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,82.45851,-1.507278,1.759205,2122.350557,182.609095,12:00,5.52435,-0.75455,5.79041,-25.08281,16.66895,0.69205,2.03103,0.94009,74.69683,-6.22745,1.883134,0.46506,52.65437,-25.823956,27.65285,,,,,3.81619,1.00841,12.782469,0.05624,0.19917,9.40375,0.60934,50,5.38545,-3.69874,-119.52221,-3.88575,0.28461,25.6371,-18.73547,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,ffba2cf0-1b7c-11ee-826f-79ff3899aa0b,81.04858,1.90121,,7.76167,,,,0.2417,1.90121,-0.97901,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,21:43:36.91,2023-07-05T14:43:36.9125732-07:00,2023-07-05T21:43:36.9125732Z,GroundBall,v3,,,,,,Undefined,HUN_BEA,90dd2476-1555-479b-ace0-3a9dcf8e97b6,54.70324,-120.52681,12.81855,5.52334,-3.15159,-9.36774,0.75449,-3.70989,0.14231,,0.23897,61.87571,,,,,,,,1.90271,-33.80518,,,,,,,,-0.98044,32.42055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,
152,2023-07-05,14:44:13.05,4,1,"Kang, Phillip",1000223086,Left,HUN_BEA,"Player 16, Extra",1000115177,Right,TRA_HIG,Undefined,4,Top,1,0,0,Undefined,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,82.05055,-1.957958,0.5468,2044.471755,176.095673,11:45,5.39538,-0.60052,5.94356,-23.38328,18.65533,-1.16795,1.62989,-0.19065,74.10623,-6.395641,0.336867,0.466654,,,,,,,,,,,,0.77098,10.63241,0.55762,50,5.22646,-1.08865,-118.93222,-4.70937,1.0875,26.05154,-17.17705,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,153a7a80-1b7d-11ee-826f-79ff3899aa0b,80.77163,,,7.94432,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,21:44:13.05,2023-07-05T14:44:13.0508644-07:00,2023-07-05T21:44:13.0508644Z,,v3,,,,,,Undefined,HUN_BEA,45646858-a528-4a18-a574-6a01be332340,54.54887,-119.92449,13.02577,5.39337,-4.05512,-8.58852,0.59988,-1.13007,0.54375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
153,2023-07-05,14:44:30.79,4,2,"Kang, Phillip",1000223086,Left,HUN_BEA,"Player 16, Extra",1000115177,Right,TRA_HIG,Undefined,4,Top,1,0,1,Undefined,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,78.36033,-1.802763,3.260926,1944.634412,161.747113,11:30,5.49797,-0.5862,5.71235,-34.85762,11.10225,-3.17638,0.91046,2.19021,72.04283,-8.223693,2.693447,0.487934,,,,,,,,,,,,2.55626,6.57418,0.31523,50,5.32521,-6.35664,-113.60322,-4.64425,3.33655,21.04681,-23.5931,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,1fe07610-1b7d-11ee-826f-79ff3899aa0b,77.24908,,,6.3175,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,21:44:30.79,2023-07-05T14:44:30.7904868-07:00,2023-07-05T21:44:30.7904868Z,,v3,,,,,,Undefined,HUN_BEA,edf8200c-73cb-4dc4-8a00-ab0a032c4cda,54.78569,-114.48641,10.52341,5.49932,-3.65421,-11.79655,0.58491,-6.49665,1.66827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
154,2023-07-05,14:44:52.12,4,3,"Kang, Phillip",1000223086,Left,HUN_BEA,"Player 16, Extra",1000115177,Right,TRA_HIG,Undefined,4,Top,2,1,1,Undefined,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,82.37181,-1.521072,1.252692,2136.14154,161.889598,11:30,5.52954,-0.53593,5.86203,-25.79434,15.55934,-4.64315,1.96631,0.24104,75.2406,-6.353797,0.419517,0.462838,88.34901,24.05581,-1.174061,2837.761624,109.98789,43.1307,-1.60239,307.30606,300.89371,-0.598874,4.024258,2.75815,8.81504,0.4372,50,5.39132,-2.43686,-119.57754,-3.94366,3.97683,23.95793,-19.46406,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,2c8f39f0-1b7d-11ee-826f-79ff3899aa0b,81.43773,52.72095,,7.13121,,,,1.82762,1.9976,-0.24108,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,21:44:52.12,2023-07-05T14:44:52.1275236-07:00,2023-07-05T21:44:52.1275236Z,LineDrive,v3,,,,,,Undefined,HUN_BEA,584b72b4-dce0-4970-b2fd-ce94b0c2c10c,54.63487,-120.50258,11.97897,5.52908,-3.19214,-9.73203,0.53426,-2.59041,1.98842,185.641506,1.82708,118.31484,-22.40119,5.75865,-1.3823,0.33972,-0.07326,0.01018,-0.00061,1.99857,52.79315,-13.40624,-0.86243,0.71682,-0.3009,0.07827,-0.01084,0.0006,-0.24115,-2.42227,1.68061,-0.73926,0.20933,-0.04255,0.00587,-0.00051,2E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
155,2023-07-05,14:47:23.90,1,1,"Player 10, Extra",1000115169,Right,TRA_HIG,"ghiglieri, ",,Undefined,HUN_BEA,Undefined,4,Bottom,0,0,0,Undefined,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,68.38352,2.822532,0.164916,2200.721846,69.085918,8:15,4.49512,2.23153,5.51805,-66.38586,-4.06607,-17.02717,1.60411,0.96679,61.38737,-9.374438,-2.872442,0.568178,,,,,,,,,,,,8.65532,-2.41827,-2.23402,50,4.69687,0.30366,-98.9677,2.94378,8.33056,20.14422,-34.50158,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,8717a600-1b7d-11ee-826f-79ff3899aa0b,66.33914,,,6.99615,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,21:47:23.90,2023-07-05T14:47:23.9039332-07:00,2023-07-05T21:47:23.9039332Z,,v3,,,,,,Undefined,TRA_HIG,4b77f61e-55d3-4605-abeb-c660956578f6,54.97863,-99.97593,10.07211,4.50632,4.6706,-17.25079,-2.23879,-0.11329,4.16528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
156,2023-07-05,14:47:34.64,1,2,"Player 10, Extra",1000115169,Right,TRA_HIG,"haidl, ",,Undefined,HUN_BEA,Undefined,4,Bottom,0,0,1,Undefined,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,81.5962,-0.183304,-2.296232,2113.194859,208.393436,1:00,4.75681,2.09648,6.1181,-27.77316,14.81973,7.11618,2.27278,0.56549,72.96946,-5.463809,-1.014638,0.469721,96.721,13.319275,45.101374,2930.475981,73.3073,16.10334,82.01183,192.67848,167.13622,52.261696,1.853418,-4.50236,8.17914,-1.92431,50,4.72855,4.47242,-118.23209,-1.15219,-6.21117,27.88019,-20.89069,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,8d662e50-1b7d-11ee-826f-79ff3899aa0b,80.2443,16.17631,,8.62674,,,,2.52343,2.36656,-0.75412,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,21:47:34.64,2023-07-05T14:47:34.6447716-07:00,2023-07-05T21:47:34.6447716Z,LineDrive,v3,,,,,,Undefined,TRA_HIG,7a701047-45be-4748-9bbf-7547132d789f,54.37608,-119.25954,13.9401,4.75682,-0.38232,-10.44534,-2.09335,4.70132,-3.10558,252.38956,2.52343,97.43692,-29.22832,8.18766,-2.09199,0.49055,-0.08827,0.00854,-0.00011,2.36656,32.68091,-20.31415,1.17651,-0.01668,-0.01645,-0.0123,0.00776,-0.00125,-0.75412,97.78261,-11.74739,2.6796,-0.57235,0.12483,-0.02582,0.00407,-0.00034,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
157,2023-07-05,14:47:53.29,1,3,"Player 10, Extra",1000115169,Right,TRA_HIG,"haidl, ",,Undefined,HUN_BEA,Undefined,4,Bottom,0,0,2,Undefined,Curveball,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,68.88769,3.163804,-0.235573,2181.553809,67.914737,8:15,4.60323,2.02866,5.43431,-65.75574,-5.06918,-17.60843,2.08933,0.34069,62.71009,-8.845022,-3.369388,0.560683,,,,,,,,,,,,8.78894,-2.96622,-1.99512,50,4.83798,1.02274,-99.83068,3.55451,8.75067,18.08308,-35.12733,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,9897ef20-1b7d-11ee-826f-79ff3899aa0b,67.22588,,,6.1776,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,21:47:53.29,2023-07-05T14:47:53.2989796-07:00,2023-07-05T21:47:53.2989796Z,,v3,,,,,,Undefined,TRA_HIG,273be1dc-79bf-41c2-aa79-a89e0a8c5352,55.06487,-100.74394,9.04154,4.61367,5.32856,-17.56367,-2.03561,0.5808,4.37533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
158,2023-07-05,14:48:14.00,2,1,"Player 10, Extra",1000115169,Right,TRA_HIG,"Kang, Phillip",1000223086,Left,HUN_BEA,Undefined,4,Bottom,1,0,0,Undefined,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,82.03661,-0.612684,-4.021772,2138.524242,206.660063,1:00,4.91056,1.90223,6.65113,-26.41509,14.18733,6.45347,2.14717,-1.24676,74.81421,-5.63003,-2.851166,0.458614,,,,,,,,,,,,-4.54874,8.0554,-1.6335,50,4.85844,8.13596,-118.98108,-1.95048,-6.49364,23.70886,-20.6744,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,a4e66a90-1b7d-11ee-826f-79ff3899aa0b,82.18773,,,7.2224,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,21:48:14.00,2023-07-05T14:48:14.0036452-07:00,2023-07-05T21:48:14.0036452Z,,v3,,,,,,Undefined,TRA_HIG,f15da772-a0c3-4fa4-acc5-163dc9abbab6,53.84391,-119.74459,11.85443,4.91053,-1.28469,-10.3372,-1.89887,8.34508,-3.24682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
159,2023-07-05,14:48:25.38,2,2,"Player 10, Extra",1000115169,Right,TRA_HIG,"Kang, Phillip",1000223086,Left,HUN_BEA,Undefined,4,Bottom,1,0,1,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,67.53621,5.112913,3.260924,,65.385272,8:15,4.53818,2.36862,6.13501,-68.07586,-5.43189,-17.13273,3.61086,3.95792,60.31593,-7.536438,0.183609,0.569654,,,,,,,,,,,,9.64682,-3.44193,-2.61084,50,4.89828,-4.94841,-97.4307,6.85348,9.05354,18.68332,-35.40428,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,abba2870-1b7d-11ee-826f-79ff3899aa0b,66.16727,,,7.22029,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,21:48:25.38,2023-07-05T14:48:25.3855588-07:00,2023-07-05T21:48:25.3855588Z,,v3,,,,,,Undefined,TRA_HIG,a23aa39d-416b-48c8-a02f-7d1ee5fff0b0,54.35823,-98.26288,9.34166,4.5579,8.43043,-17.70214,-2.38145,-5.35166,4.52677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
160,2023-07-05,14:48:47.52,2,3,"Player 10, Extra",1000115169,Right,TRA_HIG,"Curry, Travis",1000223087,Right,HUN_BEA,Undefined,4,Bottom,1,1,1,Undefined,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,83.21398,-0.699098,-3.479407,2023.572249,197.995109,12:30,4.68603,1.95756,6.47541,-22.69206,17.08654,5.11626,2.15185,-0.81504,75.65859,-5.032254,-2.553739,0.453938,,,,,,,,,,,,-3.68693,9.5339,-1.71452,50,4.62651,7.14679,-120.6882,-2.05166,-5.40408,24.85384,-18.19981,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,b8d65420-1b7d-11ee-826f-79ff3899aa0b,83.03438,,,7.55539,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,21:48:47.52,2023-07-05T14:48:47.5281252-07:00,2023-07-05T21:48:47.5281252Z,,v3,,,,,,Undefined,TRA_HIG,571c2f5a-64c7-4fa6-b06b-481f2320a904,54.01861,-121.51295,12.42692,4.68457,-1.44771,-9.0999,-1.95466,7.32613,-2.70204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
161,2023-07-05,14:49:00.50,2,4,"Player 10, Extra",1000115169,Right,TRA_HIG,"Kang, Phillip",1000223086,Left,HUN_BEA,Undefined,4,Bottom,1,1,1,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,71.06858,3.810502,-1.894636,2159.5848,80.072201,8:45,4.51519,2.12979,5.63216,-58.48381,-0.9087,-17.7893,3.20388,-1.12096,63.57801,-6.988804,-5.061927,0.546121,,,,,,,,,,,,8.22493,-1.10559,-1.95736,50,4.80348,4.04569,-102.6849,5.09884,8.53938,21.37668,-33.3219,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,c0a9f5d0-1b7d-11ee-826f-79ff3899aa0b,69.0185,,,7.49057,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,21:49:00.50,2023-07-05T14:49:00.5045604-07:00,2023-07-05T21:49:00.5045604Z,,v3,,,,,,Undefined,TRA_HIG,db286611-d317-47e1-983e-5f04593281d1,54.86188,-103.69209,10.68834,4.52626,6.66885,-16.66095,-2.1385,3.64334,4.26969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
162,2023-07-05,14:49:16.86,2,5,"Player 10, Extra",1000115169,Right,TRA_HIG,"Kang, Phillip",1000223086,Left,HUN_BEA,Undefined,4,Bottom,1,1,1,Undefined,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,82.35731,-0.438005,-3.966725,2008.39867,174.360787,11:45,4.73501,1.90822,6.39298,-25.3545,15.29253,-1.38118,2.21832,-1.86094,75.2343,-5.23279,-4.215818,0.458866,,,,,,,,,,,,-0.41894,8.50016,-1.62251,50,4.69172,8.33141,-119.41292,-1.592,-0.60322,23.59197,-19.93467,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,ca5e3e60-1b7d-11ee-826f-79ff3899aa0b,82.14259,,,7.12301,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,21:49:16.86,2023-07-05T14:49:16.8622948-07:00,2023-07-05T21:49:16.8622948Z,,v3,,,,,,Undefined,TRA_HIG,13190b31-5c40-4c3d-97fc-c83f8db3ebb2,54.10185,-120.22058,11.79598,4.73454,-0.90955,-9.96734,-1.90808,8.35206,-0.30161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
