PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
63,2023-07-05,13:56:42.48,6,3,"Frohn, Jake",1000223083,Right,HUN_BEA,"Player 19, Extra",1000115180,Right,TRA_HIG,Undefined,2,Top,2,1,1,Undefined,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,81.85643,-2.379644,0.057772,2109.154128,190.811654,12:15,5.93654,1.34151,5.94933,-24.94556,17.4956,3.03173,1.64948,1.64773,73.69062,-7.101981,0.602948,0.468884,,,,,,,,,,,,-1.53291,10.24182,-1.34778,50,5.73351,-0.2383,-118.58583,-5.62644,-2.13814,27.01199,-17.88863,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,72365bc0-1b76-11ee-826f-79ff3899aa0b,80.38763,,,8.16581,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,20:56:42.48,2023-07-05T13:56:42.4898916-07:00,2023-07-05T20:56:42.4898916Z,,v3,,,,,,Undefined,HUN_BEA,79d69cd8-4c60-4cff-be4a-39af99896e9b,54.54366,-119.61633,13.50599,5.93514,-4.944,-8.94431,-1.34025,-0.15673,-1.06907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
64,2023-07-05,13:57:00.08,6,4,"Frohn, Jake",1000223083,Right,HUN_BEA,"Player 19, Extra",1000115180,Right,TRA_HIG,Undefined,2,Top,2,1,2,Undefined,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,75.56962,-1.512899,0.63092,2329.975243,116.717707,10:00,5.94639,1.25383,5.4268,-46.45254,3.67044,-3.94772,0.658,1.51578,69.34987,-9.974517,-0.073612,0.509554,,,,,,,,,,,,2.19331,2.75669,-1.30687,50,5.77999,-1.06058,-109.62654,-4.37818,2.64763,20.8372,-28.84631,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,7cb6cdf0-1b76-11ee-826f-79ff3899aa0b,73.97149,,,6.21975,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,20:57:00.08,2023-07-05T13:57:00.0820580-07:00,2023-07-05T20:57:00.0820580Z,,v3,,,,,,Undefined,HUN_BEA,1a9af8c5-d0af-4147-8dc0-d0c52ca4f9de,55.0705,-110.58612,10.4186,5.95103,-3.04978,-14.42316,-1.25522,-1.18251,1.32382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
65,2023-07-05,13:57:20.60,6,5,"Frohn, Jake",1000223083,Right,HUN_BEA,"Player 19, Extra",1000115180,Right,TRA_HIG,Undefined,2,Top,2,2,2,Undefined,Cutter,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,83.26732,-1.522413,-2.197361,2140.606861,188.21763,12:15,5.92809,1.42057,5.88236,-21.67607,19.37694,2.5765,2.70664,-0.40623,74.91692,-5.656243,-1.735469,0.461152,,,,,,,,,,,,-2.0324,10.83497,-1.24464,50,5.79284,4.5221,-120.59535,-3.80124,-2.94009,27.32208,-16.50018,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,88ef7770-1b76-11ee-826f-79ff3899aa0b,81.73545,,,8.3504,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,20:57:20.60,2023-07-05T13:57:20.6016868-07:00,2023-07-05T20:57:20.6016868Z,,v3,,,,,,Undefined,HUN_BEA,312f02c1-4a1b-4adc-9189-0bd3b4fe69d4,54.60963,-121.63522,13.66104,5.92557,-3.17325,-8.25009,-1.41888,4.634,-1.47005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
66,2023-07-05,13:59:31.72,1,1,"Player 10, Extra",1000115169,Right,TRA_HIG,"Greer, Jayton",1000223065,Left,HUN_BEA,Undefined,2,Bottom,0,0,0,Undefined,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,78.52177,-2.071654,2.548889,2113.189824,168.330438,11:30,5.54043,-0.26151,5.29663,-26.17375,21.35891,-4.02142,1.41156,1.79795,70.37628,-6.997001,1.835889,0.496212,,,,,,,,,,,,2.90327,11.94473,0.03274,50,5.33378,-4.8897,-113.48388,-4.8755,3.69668,25.34096,-16.96498,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,d7196280-1b76-11ee-826f-79ff3899aa0b,75.96034,,,8.14549,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,20:59:31.72,2023-07-05T13:59:31.7286244-07:00,2023-07-05T20:59:31.7286244Z,,v3,,,,,,Undefined,TRA_HIG,e0be421a-5425-408b-9d14-b70a359e283f,55.19592,-114.63826,12.67048,5.53827,-4.10267,-8.48249,0.25932,-5.0581,1.84834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
67,2023-07-05,13:59:46.47,1,2,"Player 10, Extra",1000115169,Right,TRA_HIG,"Greer, Jayton",1000223065,Left,HUN_BEA,Undefined,2,Bottom,0,0,1,Undefined,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,79.0735,-0.575316,2.843749,2118.912332,168.807052,11:45,5.46401,-0.29076,5.15195,-25.70659,21.69316,-3.90567,2.77953,2.06298,70.25052,-5.441763,2.153819,0.495518,,,,,,,,,,,,2.95358,11.50831,0.02794,50,5.39166,-5.50387,-114.16359,-1.90333,3.786,26.64452,-17.42242,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,dfe4aaa0-1b76-11ee-826f-79ff3899aa0b,76.06674,,,8.82298,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,20:59:46.47,2023-07-05T13:59:46.4797028-07:00,2023-07-05T20:59:46.4797028Z,,v3,,,,,,Undefined,TRA_HIG,357069ad-fbbd-4138-b5dd-68bb2bc3f3a1,55.33651,-115.40235,13.32226,5.46132,-1.09333,-8.71121,0.28791,-5.67988,1.893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
68,2023-07-05,14:00:03.05,1,3,"Player 10, Extra",1000115169,Right,TRA_HIG,"Greer, Jayton",1000223065,Left,HUN_BEA,Undefined,2,Bottom,0,0,2,Undefined,Curveball,InPlay,Undefined,LineDrive,Single,0,0,,72.33479,0.203945,1.530867,1865.291958,210.192194,1:00,5.40148,-0.57668,4.87059,-44.39971,11.81162,5.70756,1.89456,1.34792,65.68365,-7.902115,2.536055,0.539614,95.6197,8.13081,-1.025514,1622.005848,109.51718,6.99815,-10.2908,160.81643,160.12857,-6.925018,1.354411,-2.34512,6.31311,0.42093,50,5.38461,-3.01779,-104.73344,-1.04694,-2.57034,19.8716,-25.2546,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,e9c61db0-1b76-11ee-826f-79ff3899aa0b,69.85072,7.98254,,6.65115,,,,2.00078,2.00564,-1.29858,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,21:00:03.05,2023-07-05T14:00:03.0581092-07:00,2023-07-05T21:00:03.0581092Z,LineDrive,v3,,,,,,Undefined,TRA_HIG,8bd81984-c1ce-4eb3-9ecb-81124786e93b,55.62413,-105.79515,9.9358,5.4045,0.30238,-12.6273,0.5785,-2.88046,-1.28517,98.956236,2.00079,138.80972,-20.39927,3.57094,-0.60654,-0.00046,0.06908,-0.02888,0.00388,2.00564,19.83529,-17.15986,1.29599,-0.30818,0.20594,-0.14249,0.05499,-0.00829,-1.29857,-2.48605,-11.35659,3.26628,-0.5254,-0.36863,0.42066,-0.17373,0.02627,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
69,2023-07-05,14:00:46.73,2,1,"Player 10, Extra",1000115169,Right,TRA_HIG,"Petrie, John",1000223084,Right,HUN_BEA,Undefined,2,Bottom,0,0,0,Undefined,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,79.43724,0.194376,2.153058,2145.545716,156.243375,11:15,5.47616,-0.92787,5.29375,-23.09119,23.91218,-9.63016,3.73452,0.29206,69.94266,-4.252318,0.445867,0.493442,66.00082,28.06652,162.307906,1673.220579,,,,,44.4225,,,5.61725,12.40103,0.73922,50,5.47832,-3.90644,-114.70885,-0.23702,7.20822,28.50365,-16.26063,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,03cc1a70-1b77-11ee-826f-79ff3899aa0b,76.3868,21.53246,,9.49458,,,,0.95332,3.64348,-0.29839,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,21:00:46.73,2023-07-05T14:00:46.7370852-07:00,2023-07-05T21:00:46.7370852Z,,v3,,,,,,Undefined,TRA_HIG,ff32c007-3df5-4e95-aa07-d936adf18175,55.19501,-115.99255,14.25182,5.47251,0.49531,-8.13032,0.92246,-4.23107,3.60411,330.723987,0.95332,-81.37748,6.68749,-0.55448,0.07681,0.00474,-0.00363,0.00356,-0.0015,3.64348,45.54454,-25.70239,2.90616,-0.6304,0.12851,-0.02373,0.0036,7E-05,-0.29839,25.95849,-5.42448,1.08525,-0.23738,0.04609,-0.0086,0.00055,0.00041,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
70,2023-07-05,14:01:05.29,2,2,"Player 10, Extra",1000115169,Right,TRA_HIG,"Petrie, John",1000223084,Right,HUN_BEA,Undefined,2,Bottom,0,0,1,Undefined,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,71.83215,3.140402,-0.174796,1536.193794,125.276854,10:15,5.34891,-1.06547,5.43643,-41.90483,13.97666,-17.02808,4.80048,-2.64816,64.84683,-4.649132,-3.200225,0.538029,,,,,,,,,,,,8.42591,6.61843,1.09278,50,5.59869,0.95108,-103.97389,4.49233,9.11117,19.41808,-25.01734,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,0ee10470-1b77-11ee-826f-79ff3899aa0b,70.05656,,,6.98532,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,21:01:05.29,2023-07-05T14:01:05.2930916-07:00,2023-07-05T21:01:05.2930916Z,,v3,,,,,,Undefined,TRA_HIG,ca68c01b-9278-4c5e-b8ca-1b5ee88944b9,55.05643,-104.91398,9.70904,5.35189,5.70349,-12.50867,1.05741,0.50998,4.55558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
71,2023-07-05,14:01:36.69,2,3,"Player 10, Extra",1000115169,Right,TRA_HIG,"Petrie, John",1000223084,Right,HUN_BEA,Undefined,2,Bottom,0,1,1,Undefined,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,78.7849,-0.423608,2.044657,2129.160259,156.925224,11:15,5.39173,-0.72646,5.21892,-24.67356,21.61151,-8.56075,2.93706,0.48334,71.84631,-5.039513,0.528622,0.489657,68.8115,48.449526,130.251527,3395.836248,,,,,66.01711,,,4.86882,11.36906,0.54451,50,5.33481,-3.73431,-114.23773,-1.58973,6.42167,21.42268,-17.17902,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,219364f0-1b77-11ee-826f-79ff3899aa0b,76.97725,69.05282,,6.93859,,,,1.49247,2.73813,-0.57008,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,21:01:36.69,2023-07-05T14:01:36.6914916-07:00,2023-07-05T21:01:36.6914916Z,,v3,,,,,,Undefined,TRA_HIG,890f9abe-848d-4479-ab46-b762c5307320,55.27671,-115.223,10.71134,5.38976,-0.79963,-8.58951,0.72305,-4.02966,3.21083,285.964404,1.49247,-43.25317,-1.46603,1.10306,-0.33667,0.08614,-0.0153,0.00236,-0.0002,2.73813,75.52819,-17.74538,1.69097,-0.29564,0.06793,-0.00917,0.00031,0.0001,-0.57008,51.08995,-13.00766,1.58168,-0.3291,0.03825,-0.00937,0.0051,-0.00116,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
72,2023-07-05,14:02:00.99,2,4,"Player 10, Extra",1000115169,Right,TRA_HIG,"Petrie, John",1000223084,Right,HUN_BEA,Undefined,2,Bottom,0,1,2,Undefined,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,71.92219,3.822148,-1.522104,1639.596252,118.615678,10:00,5.23316,-0.75726,5.2299,-45.99042,11.14879,-16.37434,5.00007,-3.55291,64.00199,-4.710813,-4.415548,0.54405,,,,,,,,,,,,7.49882,4.86209,0.90976,50,5.55256,3.39483,-103.7686,5.54558,7.95741,21.69815,-27.01462,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,3010a740-1b77-11ee-826f-79ff3899aa0b,69.28126,,,7.9202,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,21:02:00.99,2023-07-05T14:02:00.9961316-07:00,2023-07-05T21:02:00.9961316Z,,v3,,,,,,Undefined,TRA_HIG,b29cedfb-ebf0-483f-954f-ad60d493c5ac,55.25973,-104.86265,10.84908,5.23861,6.90769,-13.50731,0.74871,2.99361,3.9787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
73,2023-07-05,14:02:18.71,2,5,"Player 10, Extra",1000115169,Right,TRA_HIG,"Petrie, John",1000223084,Right,HUN_BEA,Undefined,2,Bottom,0,2,2,Undefined,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,77.96484,-0.343778,1.861095,1981.023102,182.330005,12:00,5.35104,-0.4516,5.42109,-22.66611,25.5936,0.96008,3.14001,1.37224,69.15665,-4.709727,2.031675,0.499993,80.98133,-7.998245,-79.15603,,,,,24.67226,3.52906,-73.709797,0.193656,0.20878,13.53544,0.28572,50,5.30592,-3.70097,-112.71453,-1.26403,0.26014,26.49385,-15.3094,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,3aa2ccb0-1b77-11ee-826f-79ff3899aa0b,75.38596,3.20987,,8.80818,,,,2.62278,3.20987,-1.24518,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,21:02:18.71,2023-07-05T14:02:18.7182436-07:00,2023-07-05T21:02:18.7182436Z,GroundBall,v3,,,,,,Undefined,TRA_HIG,7e29dbc5-5fe2-455e-9594-6726dcbe7e52,55.06953,-113.89991,13.24692,5.34715,-0.57906,-7.6547,0.45157,-3.71261,0.13007,,2.62075,22.19318,,,,,,,,3.21139,-16.57508,,,,,,,,-1.23456,-115.85759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
74,2023-07-05,14:02:44.70,2,6,"Player 10, Extra",1000115169,Right,TRA_HIG,"Petrie, John",1000223084,Right,HUN_BEA,Undefined,2,Bottom,0,2,2,Undefined,Curveball,StrikeSwinging,Strikeout,Undefined,Undefined,1,0,,72.68518,0.152642,0.887172,1963.524724,238.864382,2:00,5.33532,-0.38113,4.93438,-50.84841,4.92504,4.74213,1.24225,0.85263,65.85146,-9.096017,1.724556,0.537508,,,,,,,,,,,,-2.05343,2.95654,0.2907,50,5.30849,-1.81296,-105.23429,-1.38479,-2.2604,20.91655,-28.9195,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,4a223cc0-1b77-11ee-826f-79ff3899aa0b,70.12437,,,6.83372,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,21:02:44.70,2023-07-05T14:02:44.7060000-07:00,2023-07-05T21:02:44.7060000Z,,v3,,,,,,Undefined,TRA_HIG,a388d58a-bf4d-4b3b-a388-0295ef090677,55.56019,-106.3337,10.45827,5.34133,0.13527,-14.45975,0.38287,-1.69415,-1.1302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.38615,2.394865,1.392179,1.002686,1.45188,1.24789,-0.85157,-3.27099,5.56181,1.93873,65.32361,3.16678,59.45254,-3.14759,77.91498,-9.57222,5.60767,11.05873,-13.44447,1.95049,60.09146,-2.733,High,High,High,,,High,Medium,Medium
75,2023-07-05,14:03:17.41,3,1,"Player 10, Extra",1000115169,Right,TRA_HIG,"Martinez, Anthony",1000115620,Right,HUN_BEA,Undefined,2,Bottom,2,0,0,Undefined,Changeup,InPlay,Undefined,Popup,Out,1,0,,80.13217,-1.654087,2.141489,2041.322303,173.993768,11:45,5.42433,-0.29397,5.3257,-19.11489,26.63635,-2.60587,2.27782,1.49924,71.31163,-5.350673,1.67923,0.486825,87.11374,59.035363,-12.63906,3656.407496,105.87817,137.22854,-29.82959,181.8683,102.53452,-18.11096,5.702038,2.07894,14.45643,0.10227,50,5.26212,-4.22273,-115.8126,-3.83699,2.744,27.30525,-13.09306,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,5d98d7a0-1b77-11ee-826f-79ff3899aa0b,77.42501,137.68865,,8.82054,,,,1.86176,2.39408,-1.49224,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,21:03:17.41,2023-07-05T14:03:17.4143844-07:00,2023-07-05T21:03:17.4143844Z,Popup,v3,,,,,,Undefined,TRA_HIG,f4da113b-b182-4fb9-b1d8-17cb7a9225c8,55.16579,-117.02421,13.65263,5.41949,-3.25601,-6.54653,0.29234,-4.34449,1.372,179.215064,1.86558,64.07202,-20.08224,5.7988,-0.98633,0.06029,0.01072,-0.0022,0.00011,2.39156,109.58409,-27.64584,2.92708,-0.34561,-0.01014,0.01302,-0.0021,0.0001,-1.49157,-14.39063,4.25075,-1.65385,0.35122,-0.02998,-0.00365,0.001,-6E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
76,2023-07-05,14:06:13.27,1,1,"Frohn, Jake",1000223083,Right,HUN_BEA,"Player 10, Extra",1000115169,Right,TRA_HIG,Undefined,3,Top,0,0,0,Undefined,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,78.28369,2.001575,3.100198,1920.988179,124.707285,10:15,5.52583,-0.68775,5.82352,-36.23659,10.503,-12.6252,4.37035,1.14505,70.07373,-4.79122,0.842445,0.492055,,,,,,,,,,,,7.3917,5.21449,0.44132,50,5.66881,-5.63474,-113.23374,2.87796,9.40758,24.48168,-25.53743,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,c66e0020-1b77-11ee-826f-79ff3899aa0b,76.60204,,,8.20996,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,21:06:13.27,2023-07-05T14:06:13.2711780-07:00,2023-07-05T21:06:13.2711780Z,,v3,,,,,,Undefined,HUN_BEA,ea503818-0a27-4fa6-908c-79b17b457034,54.66801,-114.23853,12.24084,5.52918,3.92608,-12.76871,0.68051,-6.02085,4.70379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
77,2023-07-05,14:06:30.63,1,2,"Frohn, Jake",1000223083,Right,HUN_BEA,"Player 10, Extra",1000115169,Right,TRA_HIG,Undefined,3,Top,0,1,0,Undefined,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,83.39573,-2.317386,0.702374,2146.731963,172.074219,11:45,5.61761,-0.43031,5.82634,-21.24729,20.16206,-2.57232,1.69144,0.00828,74.37936,-6.389214,0.24108,0.463149,,,,,,,,,,,,1.55469,11.57201,0.37444,50,5.4161,-1.37245,-120.66143,-5.45636,2.22815,29.57467,-15.58936,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,d0ca96a0-1b77-11ee-826f-79ff3899aa0b,81.38298,,,9.01637,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,21:06:30.63,2023-07-05T14:06:30.6376036-07:00,2023-07-05T21:06:30.6376036Z,,v3,,,,,,Undefined,HUN_BEA,d5b48aba-a82c-4707-bc45-9a35910daee6,54.66404,-121.79924,14.78734,5.61448,-4.8566,-7.79468,0.42889,-1.45818,1.11407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
78,2023-07-05,14:06:47.50,1,3,"Frohn, Jake",1000223083,Right,HUN_BEA,"Player 10, Extra",1000115169,Right,TRA_HIG,Undefined,3,Top,0,1,1,Undefined,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,84.32918,-1.575842,1.548392,2185.672362,185.883562,12:15,5.62199,-0.39017,5.73296,-20.21159,20.20537,1.92059,2.46933,1.21214,75.51905,-5.44444,1.891878,0.457565,66.62234,23.5012,175.302014,2591.876279,,,,,45.30272,,,-0.44579,11.29323,0.25995,50,5.47883,-3.37932,-122.12572,-3.9274,-0.65729,29.37136,-15.52302,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,dacb7890-1b77-11ee-826f-79ff3899aa0b,82.37609,17.35639,,8.81013,,,,3.59042,2.61968,-1.1679,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,21:06:47.50,2023-07-05T14:06:47.5060580-07:00,2023-07-05T21:06:47.5060580Z,,v3,,,,,,Undefined,HUN_BEA,1e23984f-791f-4cc8-8444-c078a20b6fb5,54.76131,-123.2655,14.68568,5.61954,-3.32502,-7.76151,0.39059,-3.35381,-0.32865,352.821179,3.59042,-89.30646,8.17232,-0.84124,0.16073,-0.01362,0.00337,-0.00097,0.00017,2.61968,38.96469,-24.50211,2.53549,-0.5305,0.10712,-0.01973,0.00473,-0.00083,-1.1679,7.33917,-1.28217,0.6405,-0.14778,0.03691,-0.00725,0.00164,-0.00026,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
79,2023-07-05,14:07:12.27,1,4,"Frohn, Jake",1000223083,Right,HUN_BEA,"Player 10, Extra",1000115169,Right,TRA_HIG,Undefined,3,Top,0,1,2,Undefined,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,78.6313,0.621054,1.848266,1796.356604,159.11832,11:15,5.5159,-0.56796,5.98858,-28.87647,17.55525,-5.96961,3.68542,0.64808,69.74115,-4.897428,0.775838,0.490432,,,,,,,,,,,,3.6902,9.29091,0.42519,50,5.54939,-3.43454,-113.75993,0.46312,4.68643,26.87154,-20.37492,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,e99c5920-1b77-11ee-826f-79ff3899aa0b,76.8556,,,8.89015,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,21:07:12.27,2023-07-05T14:07:12.2780000-07:00,2023-07-05T21:07:12.2780000Z,,v3,,,,,,Undefined,HUN_BEA,eb90e7e0-9c45-469e-96dc-3704125b82bf,54.49892,-114.81772,13.43577,5.51537,1.26517,-10.18746,0.56402,-3.61902,2.34322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.91487,,,0.862939,,,,4.35321,4.94497,-3.98087,66.80334,6.67829,-57.96746,4.38438,75.7192,-3.90443,5.00314,13.80131,-13.70638,-4.12491,-70.10522,8.84658,High,High,High,,,High,Medium,High
80,2023-07-05,14:07:52.79,2,1,"Frohn, Jake",1000223083,Right,HUN_BEA,"Player 1, Extra",1000115160,Right,TRA_HIG,Undefined,3,Top,1,0,0,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,83.58021,-0.232448,0.838505,2187.416441,158.916694,11:15,5.59475,-0.50694,5.78755,-17.77682,23.13482,-8.32441,3.89708,-0.42054,74.847,-3.683231,-0.652319,0.460357,,,,,,,,,,,,4.45532,12.23072,0.4426,50,5.565,-1.41862,-121.09424,-0.92472,6.48698,27.93257,-14.36608,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,01b74ec0-1b78-11ee-826f-79ff3899aa0b,81.87653,,,8.73321,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,21:07:52.79,2023-07-05T14:07:52.7989092-07:00,2023-07-05T21:07:52.7989092Z,,v3,,,,,,Undefined,HUN_BEA,bc772511-8c1c-4c14-a9f1-f2232be7ad91,54.70248,-122.17413,13.96629,5.59002,-0.36931,-7.18304,0.50229,-1.66941,3.24349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
